asad@google.com,atomic,2024-08-01T15:38:42Z,low,Service: star.bitworkscompany.uk
nahidhasan@google.com,lummac.v2,2024-07-13T01:13:00Z,low,"Service: static.olymptrade.com, URL: https://static.olymptrade.com/lands/LPL45-04en/index.html"
prabal70@google.com,DTM Alert,2024-07-03T15:16:06Z,low,Service: com.life360.android.safetymapd
porttitor.tellus.non@google.com,DTM Alert,2024-07-03T15:16:06Z,low,"Service: juba.mycportal.com, URL: https://juba.mycportal.com"
nenad.agatic@mail.google.com,DTM Alert,2024-07-03T09:24:18Z,low,Service: webauth.tomato.com.hr
,,,,
porttitor.tellus.non@google.com,DTM Alert,2024-07-03T15:16:06Z,low,"Service: unijuba.mycportal.com, URL: https://unijuba.mycportal.com"
nahid.hasan@google.com,lummac.v2,2024-07-13T01:13:00Z,low,Service: static.olymptrade.com
ahmedpolra@google.com,DTM Alert,2022-07-18T06:18:44Z,high,Service: bitoasis.net
del-ete@google.com,stealc,2024-07-10T17:58:01Z,high,Service: www.dating.com
porttitor.tellus.non@google.com,DTM Alert,2024-07-03T12:15:27Z,low,Service: zender.ro
vitormartinssp56@google.com,redline,2022-06-28T09:43:54Z,high,"Service: snip.ly, URL: https://snip.ly/auth-signup"
val061680@google.com,DTM Alert,2024-06-30T19:14:09Z,low,"Service: epicgames.com, URL: https://epicgames.com/id/login/psn/headless"
